Event type,Event data,IP Address,Source Module,Scope Distance,Event Tags,Discovery Path
SOCIAL,"{'platform': 'discord', 'url': 'https://discord.gg/digitalocean', 'profile_name': 'digitalocean'}",,httpx->excavate->social,2,"distance-2,spider-danger","Scan moist_fred seeded with DNS_NAME: digitalocean.com --> speculated OPEN_TCP_PORT: digitalocean.com:443 --> httpx visited digitalocean.com:443 and got status code 301 at https://digitalocean.com/ --> HTTP_RESPONSE was 167B with text/html content type --> excavate looked in ""Location"" header and found URL_UNVERIFIED: https://www.digitalocean.com/ --> httpx visited https://www.digitalocean.com/ and got status code 200 --> HTTP_RESPONSE was 218.05KB with text/html content type --> Excavate's URLExtractor emitted URL_UNVERIFIED https://www.digitalocean.com/affiliates, because HTTP response (body) contains tag with src or href attribute --> httpx visited https://www.digitalocean.com/affiliates and got status code 200 --> HTTP_RESPONSE was 152.91KB with text/html content type --> Excavate's URLExtractor emitted URL_UNVERIFIED https://discord.gg/digitalocean, because HTTP response (body) contains full URL --> social detected discord SOCIAL at https://discord.gg/digitalocean"
FINDING,"{'host': 'assets.digitalocean.com', 'description': 'Dangling NS Records (NS records without SOA) Confidence: [POSSIBLE] Signature: [N/A] Indicator: [DNSWalk Analysis] Trigger: [c.gtld-servers.net, b.gtld-servers.net, l.gtld-servers.net, m.gtld-servers.net, g.gtld-servers.net, j.gtld-servers.net, h.gtld-servers.net, k.gtld-servers.net, i.gtld-servers.net, a.gtld-servers.net, d.gtld-servers.net, f.gtld-servers.net, e.gtld-servers.net] baddns Module: [NS]'}",,baddns,0,"baddns-ns,in-scope","Scan moist_fred seeded with DNS_NAME: digitalocean.com --> dnsbrute tried 4,989 subdomains against ""digitalocean.com"" and found DNS_NAME: assets.digitalocean.com --> baddns's ""NS"" module found FINDING: Dangling NS Records (NS records without SOA)"
OPEN_TCP_PORT,nyc1.mirrors.digitalocean.com:80,"172.67.148.71,2606:4700:3036::ac43:9447,104.21.29.13,2606:4700:3034::6815:1d0d",speculate,0,"cdn-cloudflare,cloud-digitalocean,in-scope","Scan moist_fred seeded with DNS_NAME: digitalocean.com --> columbus searched columbus API for ""digitalocean.com"" and found DNS_NAME: nyc1.mirrors.digitalocean.com --> speculated OPEN_TCP_PORT: nyc1.mirrors.digitalocean.com:80"
OPEN_TCP_PORT,sbc.digitalocean.com:80,34.102.213.72,internetdb,0,"cloud-digitalocean,cloud-google,in-scope","Scan moist_fred seeded with DNS_NAME: digitalocean.com --> anubisdb searched anubisdb API for ""digitalocean.com"" and found DNS_NAME: sbc.digitalocean.com --> internetdb queried Shodan's InternetDB API for ""sbc.digitalocean.com (34.102.213.72)"" and found OPEN_TCP_PORT: sbc.digitalocean.com:80"
TECHNOLOGY,"{'host': 'nyc2.sonar.digitalocean.com', 'technology': 'cloudflare', 'url': 'http://nyc2.sonar.digitalocean.com/'}","2606:4700::6813:ad44,2606:4700::6813:ae44,104.19.173.68,104.19.174.68",httpx->wappalyzer,0,"cdn-cloudflare,cloud-digitalocean,in-scope","Scan moist_fred seeded with DNS_NAME: digitalocean.com --> hackertarget searched hackertarget API for ""digitalocean.com"" and found DNS_NAME: nyc2.sonar.digitalocean.com --> speculated OPEN_TCP_PORT: nyc2.sonar.digitalocean.com:80 --> httpx visited nyc2.sonar.digitalocean.com:80 and got status code 301 at http://nyc2.sonar.digitalocean.com/ --> HTTP_RESPONSE was 0B with unspecified content type --> wappalyzer analyzed HTTP_RESPONSE and identified TECHNOLOGY: cloudflare"
OPEN_TCP_PORT,anchor.digitalocean.com:443,"104.17.74.206,104.17.72.206,104.17.70.206,104.17.71.206,104.17.73.206",speculate,0,"cdn-cloudflare,cloud-digitalocean,in-scope","Scan moist_fred seeded with DNS_NAME: digitalocean.com --> myssl searched myssl API for ""digitalocean.com"" and found DNS_NAME: anchor.digitalocean.com --> speculated OPEN_TCP_PORT: anchor.digitalocean.com:443"
OPEN_TCP_PORT,ideas.digitalocean.com:443,"44.214.112.154,2600:1f18:421f:6301:493d:b059:8519:ba82",internetdb,0,"cloud-amazon,cloud-digitalocean,in-scope","Scan moist_fred seeded with DNS_NAME: digitalocean.com --> dnsbrute tried 4,989 subdomains against ""digitalocean.com"" and found DNS_NAME: ideas.digitalocean.com --> internetdb queried Shodan's InternetDB API for ""ideas.digitalocean.com (44.214.112.154)"" and found OPEN_TCP_PORT: ideas.digitalocean.com:443"
URL,http://mirrors.digitalocean.com/debian/,104.21.29.13,httpx->excavate->httpx,0,"cdn-cloudflare,cloud-digitalocean,dir,http-title-index-of-debian,in-scope,ip-104-21-29-13,spider-danger,status-200","Scan moist_fred seeded with DNS_NAME: digitalocean.com --> otx searched otx API for ""digitalocean.com"" and found DNS_NAME: mirrors.digitalocean.com --> internetdb queried Shodan's InternetDB API for ""mirrors.digitalocean.com (104.21.29.13)"" and found OPEN_TCP_PORT: mirrors.digitalocean.com:80 --> httpx visited mirrors.digitalocean.com:80 and got status code 200 at http://mirrors.digitalocean.com/ --> HTTP_RESPONSE was 965B with text/html content type --> Excavate's URLExtractor emitted URL_UNVERIFIED http://mirrors.digitalocean.com/debian/, because HTTP response (body) contains tag with src or href attribute --> httpx visited http://mirrors.digitalocean.com/debian/ and got status code 200"
URL,http://email.digitalocean.com:2086/,104.17.72.206,httpx,0,"cdn-cloudflare,cloud-digitalocean,dir,in-scope,ip-104-17-72-206,status-403","Scan moist_fred seeded with DNS_NAME: digitalocean.com --> anubisdb searched anubisdb API for ""digitalocean.com"" and found DNS_NAME: email.digitalocean.com --> internetdb queried Shodan's InternetDB API for ""email.digitalocean.com (104.17.70.206)"" and found OPEN_TCP_PORT: email.digitalocean.com:2086 --> httpx visited email.digitalocean.com:2086 and got status code 403 at http://email.digitalocean.com:2086/"
DNS_NAME,speedtest-fra1.digitalocean.com,,anubisdb,0,"cloud-digitalocean,in-scope,subdomain","Scan moist_fred seeded with DNS_NAME: digitalocean.com --> anubisdb searched anubisdb API for ""digitalocean.com"" and found DNS_NAME: speedtest-fra1.digitalocean.com"
OPEN_TCP_PORT,vpnuntrust-nyc3.digitalocean.com:443,162.243.188.134,speculate,0,"cloud-digitalocean,in-scope","Scan moist_fred seeded with DNS_NAME: digitalocean.com --> hackertarget searched hackertarget API for ""digitalocean.com"" and found DNS_NAME: vpnuntrust-nyc3.digitalocean.com --> speculated OPEN_TCP_PORT: vpnuntrust-nyc3.digitalocean.com:443"
CODE_REPOSITORY,{'url': 'https://github.com/digitalocean/cnb-shim'},20.205.243.166,github_org,1,"cdn-github,distance-1,git","Scan moist_fred seeded with DNS_NAME: digitalocean.com --> speculated ORG_STUB: digitalocean --> github_org tried ""digitalocean"" as GitHub profile and discovered SOCIAL: https://github.com/digitalocean --> github_org listed repos for GitHub profile and discovered CODE_REPOSITORY: https://github.com/digitalocean/cnb-shim"
TECHNOLOGY,"{'host': 'status.digitalocean.com', 'technology': 'osano', 'url': 'https://status.digitalocean.com/'}","2606:4700::6813:ad44,2606:4700::6813:ae44,104.19.173.68,104.19.174.68",httpx->wappalyzer,0,"cdn-cloudflare,cloud-digitalocean,in-scope","Scan moist_fred seeded with DNS_NAME: digitalocean.com --> leakix searched leakix API for ""digitalocean.com"" and found DNS_NAME: status.digitalocean.com --> speculated OPEN_TCP_PORT: status.digitalocean.com:443 --> httpx visited status.digitalocean.com:443 and got status code 200 at https://status.digitalocean.com/ --> HTTP_RESPONSE was 186.87KB with text/html content type --> wappalyzer analyzed HTTP_RESPONSE and identified TECHNOLOGY: osano"
OPEN_TCP_PORT,try.digitalocean.com:80,"2606:4700::6813:ad44,2606:4700::6813:ae44,104.19.173.68,104.19.174.68",speculate,0,"cdn-cloudflare,cloud-digitalocean,in-scope","Scan moist_fred seeded with DNS_NAME: digitalocean.com --> hackertarget searched hackertarget API for ""digitalocean.com"" and found DNS_NAME: try.digitalocean.com --> speculated OPEN_TCP_PORT: try.digitalocean.com:80"
TECHNOLOGY,"{'host': 'ams3.mirrors.digitalocean.com', 'technology': 'cloudflare', 'url': 'http://ams3.mirrors.digitalocean.com:443/'}","172.67.148.71,2606:4700:3036::ac43:9447,104.21.29.13,2606:4700:3034::6815:1d0d",httpx->wappalyzer,0,"cdn-cloudflare,cloud-digitalocean,in-scope","Scan moist_fred seeded with DNS_NAME: digitalocean.com --> columbus searched columbus API for ""digitalocean.com"" and found DNS_NAME: ams3.mirrors.digitalocean.com --> speculated OPEN_TCP_PORT: ams3.mirrors.digitalocean.com:443 --> httpx visited ams3.mirrors.digitalocean.com:443 and got status code 400 at http://ams3.mirrors.digitalocean.com:443/ --> HTTP_RESPONSE was 655B with text/html content type --> wappalyzer analyzed HTTP_RESPONSE and identified TECHNOLOGY: cloudflare"
URL,http://ns2.digitalocean.com:2086/,173.245.59.41,httpx,0,"cdn-cloudflare,cloud-digitalocean,dir,in-scope,ip-173-245-59-41,status-403","Scan moist_fred seeded with DNS_NAME: digitalocean.com --> hackertarget searched hackertarget API for ""digitalocean.com"" and found DNS_NAME: ns2.digitalocean.com --> internetdb queried Shodan's InternetDB API for ""ns2.digitalocean.com (173.245.59.41)"" and found OPEN_TCP_PORT: ns2.digitalocean.com:2086 --> httpx visited ns2.digitalocean.com:2086 and got status code 403 at http://ns2.digitalocean.com:2086/"
TECHNOLOGY,"{'host': 'redirected.tor1.sonar.digitalocean.com', 'technology': 'windows server', 'url': 'http://redirected.tor1.sonar.digitalocean.com/'}",169.254.169.254,httpx->wappalyzer,0,"cloud-digitalocean,in-scope","Scan moist_fred seeded with DNS_NAME: digitalocean.com --> columbus searched columbus API for ""digitalocean.com"" and found DNS_NAME: tor1.sonar.digitalocean.com --> speculated OPEN_TCP_PORT: tor1.sonar.digitalocean.com:443 --> httpx visited tor1.sonar.digitalocean.com:443 and got status code 307 at https://tor1.sonar.digitalocean.com/ --> HTTP_RESPONSE was 0B with unspecified content type --> excavate looked in ""Location"" header and found URL_UNVERIFIED: http://redirected.tor1.sonar.digitalocean.com/ --> httpx visited http://redirected.tor1.sonar.digitalocean.com/ and got status code 400 --> HTTP_RESPONSE was 354B with text/xml content type --> wappalyzer analyzed HTTP_RESPONSE and identified TECHNOLOGY: windows server"
URL,http://url3521.digitalocean.com/,167.89.118.120,httpx,0,"cloud-digitalocean,dir,http-title-404-not-found,in-scope,ip-167-89-118-120,status-404","Scan moist_fred seeded with DNS_NAME: digitalocean.com --> columbus searched columbus API for ""digitalocean.com"" and found DNS_NAME: url3521.digitalocean.com --> speculated OPEN_TCP_PORT: url3521.digitalocean.com:80 --> httpx visited url3521.digitalocean.com:80 and got status code 404 at http://url3521.digitalocean.com/"
TECHNOLOGY,"{'host': 'redirected.fra1.sonar.digitalocean.com', 'technology': 'iis', 'url': 'http://redirected.fra1.sonar.digitalocean.com/'}",169.254.169.254,httpx->wappalyzer,0,"cloud-digitalocean,in-scope","Scan moist_fred seeded with DNS_NAME: digitalocean.com --> columbus searched columbus API for ""digitalocean.com"" and found DNS_NAME: redirected.fra1.sonar.digitalocean.com --> speculated OPEN_TCP_PORT: redirected.fra1.sonar.digitalocean.com:80 --> httpx visited redirected.fra1.sonar.digitalocean.com:80 and got status code 400 at http://redirected.fra1.sonar.digitalocean.com/ --> HTTP_RESPONSE was 354B with text/xml content type --> wappalyzer analyzed HTTP_RESPONSE and identified TECHNOLOGY: iis"
OPEN_TCP_PORT,cloudflareinproduction.storage.digitalocean.com:80,"2606:4700:4400::ac40:911d,2606:4700:4400::6812:2ae3,172.64.145.29,104.18.42.227",internetdb,0,"cdn-cloudflare,cloud-digitalocean,in-scope","Scan moist_fred seeded with DNS_NAME: digitalocean.com --> columbus searched columbus API for ""digitalocean.com"" and found DNS_NAME: cloudflareinproduction.storage.digitalocean.com --> internetdb queried Shodan's InternetDB API for ""cloudflareinproduction.storage.digitalocean.com (104.18.42.227)"" and found OPEN_TCP_PORT: cloudflareinproduction.storage.digitalocean.com:80"
TECHNOLOGY,"{'host': 'sfo1.sonar.digitalocean.com', 'technology': 'cloudflare', 'url': 'http://sfo1.sonar.digitalocean.com/'}","2606:4700::6813:ae44,104.19.174.68,104.19.173.68,2606:4700::6813:ad44",httpx->wappalyzer,0,"cdn-cloudflare,cloud-digitalocean,in-scope","Scan moist_fred seeded with DNS_NAME: digitalocean.com --> dnsdumpster searched dnsdumpster API for ""digitalocean.com"" and found DNS_NAME: sfo1.sonar.digitalocean.com --> speculated OPEN_TCP_PORT: sfo1.sonar.digitalocean.com:80 --> httpx visited sfo1.sonar.digitalocean.com:80 and got status code 301 at http://sfo1.sonar.digitalocean.com/ --> HTTP_RESPONSE was 0B with unspecified content type --> wappalyzer analyzed HTTP_RESPONSE and identified TECHNOLOGY: cloudflare"
STORAGE_BUCKET,"{'name': 'ns1.digitalocean.com', 'url': 'https://ns1.digitalocean.com.s3.amazonaws.com/'}","52.219.101.20,52.219.84.228,52.219.109.12,52.219.106.84,52.219.111.188,52.219.100.28,52.219.177.132,52.219.142.76",bucket_amazon,1,"cloud-amazon,distance-1","Scan moist_fred seeded with DNS_NAME: digitalocean.com --> hackertarget searched hackertarget API for ""digitalocean.com"" and found DNS_NAME: ns1.digitalocean.com --> bucket_amazon tried 6 bucket variations of ns1.digitalocean.com and found STORAGE_BUCKET at https://ns1.digitalocean.com.s3.amazonaws.com/"
DNS_NAME,alive.github.com,140.82.113.25,httpx->excavate,2,"affiliate,distance-2,subdomain","Scan moist_fred seeded with DNS_NAME: digitalocean.com --> speculated ORG_STUB: digitalocean --> github_org tried ""digitalocean"" as GitHub profile and discovered SOCIAL: https://github.com/digitalocean --> speculated URL_UNVERIFIED: https://github.com/digitalocean --> httpx visited https://github.com/digitalocean and got status code 200 --> HTTP_RESPONSE was 285.99KB with text/html content type --> Excavate's CSPExtractor emitted DNS_NAME alive.github.com, because HTTP response (headers) contains CSP Header"
TECHNOLOGY,"{'host': 'try.digitalocean.com', 'technology': 'cloudflare', 'url': 'http://try.digitalocean.com/'}","2606:4700::6813:ad44,2606:4700::6813:ae44,104.19.173.68,104.19.174.68",httpx->wappalyzer,0,"cdn-cloudflare,cloud-digitalocean,in-scope","Scan moist_fred seeded with DNS_NAME: digitalocean.com --> hackertarget searched hackertarget API for ""digitalocean.com"" and found DNS_NAME: try.digitalocean.com --> speculated OPEN_TCP_PORT: try.digitalocean.com:80 --> httpx visited try.digitalocean.com:80 and got status code 429 at http://try.digitalocean.com/ --> HTTP_RESPONSE was 16.05KB with text/html content type --> wappalyzer analyzed HTTP_RESPONSE and identified TECHNOLOGY: cloudflare"
OPEN_TCP_PORT,dropletsearch.digitalocean.com:443,"2606:4700::6813:ae44,104.19.174.68,104.19.173.68,2606:4700::6813:ad44",speculate,0,"cdn-cloudflare,cloud-digitalocean,in-scope","Scan moist_fred seeded with DNS_NAME: digitalocean.com --> dnsdumpster searched dnsdumpster API for ""digitalocean.com"" and found DNS_NAME: dropletsearch.digitalocean.com --> speculated OPEN_TCP_PORT: dropletsearch.digitalocean.com:443"
TECHNOLOGY,"{'host': 'lon1.sonar.digitalocean.com', 'technology': 'cloudflare', 'url': 'https://lon1.sonar.digitalocean.com/'}","2606:4700::6813:ae44,104.19.174.68,104.19.173.68,2606:4700::6813:ad44",httpx->wappalyzer,0,"cdn-cloudflare,cloud-digitalocean,in-scope","Scan moist_fred seeded with DNS_NAME: digitalocean.com --> anubisdb searched anubisdb API for ""digitalocean.com"" and found DNS_NAME: lon1.sonar.digitalocean.com --> speculated OPEN_TCP_PORT: lon1.sonar.digitalocean.com:443 --> httpx visited lon1.sonar.digitalocean.com:443 and got status code 307 at https://lon1.sonar.digitalocean.com/ --> HTTP_RESPONSE was 0B with unspecified content type --> wappalyzer analyzed HTTP_RESPONSE and identified TECHNOLOGY: cloudflare"
TECHNOLOGY,"{'host': 'ama.digitalocean.com', 'technology': 'cloudflare', 'url': 'http://ama.digitalocean.com/'}","2606:4700::6813:ae44,104.19.173.68,104.19.174.68,2606:4700::6813:ad44",httpx->wappalyzer,0,"cdn-cloudflare,cloud-digitalocean,in-scope","Scan moist_fred seeded with DNS_NAME: digitalocean.com --> columbus searched columbus API for ""digitalocean.com"" and found DNS_NAME: ama.digitalocean.com --> speculated OPEN_TCP_PORT: ama.digitalocean.com:80 --> httpx visited ama.digitalocean.com:80 and got status code 301 at http://ama.digitalocean.com/ --> HTTP_RESPONSE was 167B with text/html content type --> wappalyzer analyzed HTTP_RESPONSE and identified TECHNOLOGY: cloudflare"
OPEN_TCP_PORT,redirected.nyc3.sonar.digitalocean.com:80,169.254.169.254,speculate,0,"cloud-digitalocean,in-scope","Scan moist_fred seeded with DNS_NAME: digitalocean.com --> columbus searched columbus API for ""digitalocean.com"" and found DNS_NAME: redirected.nyc3.sonar.digitalocean.com --> speculated OPEN_TCP_PORT: redirected.nyc3.sonar.digitalocean.com:80"
OPEN_TCP_PORT,lb.digitalocean.com:80,"104.19.174.68,2606:4700::6813:ae44,104.19.173.68,2606:4700::6813:ad44",speculate,0,"cdn-cloudflare,cloud-digitalocean,in-scope","Scan moist_fred seeded with DNS_NAME: digitalocean.com --> anubisdb searched anubisdb API for ""digitalocean.com"" and found DNS_NAME: lb.digitalocean.com --> speculated OPEN_TCP_PORT: lb.digitalocean.com:80"
DNS_NAME,ns-1127.awsdns-12.org,"205.251.196.103,2600:9000:5304:6700::1",NS,1,"a-record,aaaa-record,affiliate,cloud-amazon,distance-1,subdomain","Scan moist_fred seeded with DNS_NAME: digitalocean.com --> columbus searched columbus API for ""digitalocean.com"" and found DNS_NAME: mda.referrals.digitalocean.com --> NS record for mda.referrals.digitalocean.com contains DNS_NAME: ns-1127.awsdns-12.org"
URL,http://docs.digitalocean.com/products/storage/,104.19.173.68,httpx->excavate->httpx,0,"affiliate,cdn-cloudflare,cloud-digitalocean,dir,in-scope,ip-104-19-173-68,spider-danger,status-301","Scan moist_fred seeded with DNS_NAME: digitalocean.com --> speculated OPEN_TCP_PORT: digitalocean.com:443 --> httpx visited digitalocean.com:443 and got status code 301 at https://digitalocean.com/ --> HTTP_RESPONSE was 167B with text/html content type --> excavate looked in ""Location"" header and found URL_UNVERIFIED: https://www.digitalocean.com/ --> httpx visited https://www.digitalocean.com/ and got status code 200 --> HTTP_RESPONSE was 218.05KB with text/html content type --> Excavate's URLExtractor emitted URL_UNVERIFIED https://docs.digitalocean.com/products/storage, because HTTP response (body) contains full URL --> httpx visited https://docs.digitalocean.com/products/storage and got status code 301 --> HTTP_RESPONSE was 169B with text/html content type --> excavate looked in ""Location"" header and found URL_UNVERIFIED: http://docs.digitalocean.com/products/storage/ --> httpx visited http://docs.digitalocean.com/products/storage/ and got status code 301"
OPEN_TCP_PORT,ama.digitalocean.com:80,"2606:4700::6813:ae44,104.19.173.68,104.19.174.68,2606:4700::6813:ad44",speculate,0,"cdn-cloudflare,cloud-digitalocean,in-scope","Scan moist_fred seeded with DNS_NAME: digitalocean.com --> columbus searched columbus API for ""digitalocean.com"" and found DNS_NAME: ama.digitalocean.com --> speculated OPEN_TCP_PORT: ama.digitalocean.com:80"
CODE_REPOSITORY,{'url': 'https://github.com/digitalocean/webhook-sdk-javascript'},20.205.243.166,github_org,1,"cdn-github,distance-1,git","Scan moist_fred seeded with DNS_NAME: digitalocean.com --> speculated ORG_STUB: digitalocean --> github_org tried ""digitalocean"" as GitHub profile and discovered SOCIAL: https://github.com/digitalocean --> github_org listed repos for GitHub profile and discovered CODE_REPOSITORY: https://github.com/digitalocean/webhook-sdk-javascript"
OPEN_TCP_PORT,email.comms.digitalocean.com:80,34.102.239.211,internetdb,0,"cloud-digitalocean,cloud-google,in-scope","Scan moist_fred seeded with DNS_NAME: digitalocean.com --> certspotter searched certspotter API for ""digitalocean.com"" and found DNS_NAME: email.comms.digitalocean.com --> internetdb queried Shodan's InternetDB API for ""email.comms.digitalocean.com (34.102.239.211)"" and found OPEN_TCP_PORT: email.comms.digitalocean.com:80"
SOCIAL,"{'platform': 'github', 'url': 'https://github.com/notifications', 'profile_name': 'notifications'}",,httpx->excavate->social,2,"distance-2,spider-danger","Scan moist_fred seeded with DNS_NAME: digitalocean.com --> speculated ORG_STUB: digitalocean --> github_org tried ""digitalocean"" as GitHub profile and discovered SOCIAL: https://github.com/digitalocean --> speculated URL_UNVERIFIED: https://github.com/digitalocean --> httpx visited https://github.com/digitalocean and got status code 200 --> HTTP_RESPONSE was 285.99KB with text/html content type --> Excavate's URLExtractor emitted URL_UNVERIFIED https://github.com/notifications/beta/shelf, because HTTP response (body) contains full URL --> social detected github SOCIAL at https://github.com/notifications"
SOCIAL,"{'platform': 'github', 'url': 'https://github.com/mattipv4', 'profile_name': 'mattipv4'}",,httpx->excavate->social,2,"distance-2,spider-danger","Scan moist_fred seeded with DNS_NAME: digitalocean.com --> speculated ORG_STUB: digitalocean --> github_org tried ""digitalocean"" as GitHub profile and discovered SOCIAL: https://github.com/digitalocean --> speculated URL_UNVERIFIED: https://github.com/digitalocean --> httpx visited https://github.com/digitalocean and got status code 200 --> HTTP_RESPONSE was 285.99KB with text/html content type --> Excavate's URLExtractor emitted URL_UNVERIFIED https://github.com/MattIPv4, because HTTP response (body) contains tag with src or href attribute --> social detected github SOCIAL at https://github.com/mattipv4"
URL,http://nyc2.sonar.digitalocean.com/,104.19.174.68,httpx,0,"cdn-cloudflare,cloud-digitalocean,dir,in-scope,ip-104-19-174-68,status-301","Scan moist_fred seeded with DNS_NAME: digitalocean.com --> hackertarget searched hackertarget API for ""digitalocean.com"" and found DNS_NAME: nyc2.sonar.digitalocean.com --> speculated OPEN_TCP_PORT: nyc2.sonar.digitalocean.com:80 --> httpx visited nyc2.sonar.digitalocean.com:80 and got status code 301 at http://nyc2.sonar.digitalocean.com/"
URL,https://email.referrals.digitalocean.com/,35.244.218.227,httpx,0,"cloud-digitalocean,cloud-google,dir,in-scope,ip-35-244-218-227,status-404","Scan moist_fred seeded with DNS_NAME: digitalocean.com --> columbus searched columbus API for ""digitalocean.com"" and found DNS_NAME: email.referrals.digitalocean.com --> internetdb queried Shodan's InternetDB API for ""email.referrals.digitalocean.com (35.244.218.227)"" and found OPEN_TCP_PORT: email.referrals.digitalocean.com:443 --> httpx visited email.referrals.digitalocean.com:443 and got status code 404 at https://email.referrals.digitalocean.com/"
TECHNOLOGY,"{'host': 'status.digitalocean.com', 'technology': 'jquery', 'url': 'https://status.digitalocean.com/'}","2606:4700::6813:ad44,2606:4700::6813:ae44,104.19.173.68,104.19.174.68",httpx->wappalyzer,0,"cdn-cloudflare,cloud-digitalocean,in-scope","Scan moist_fred seeded with DNS_NAME: digitalocean.com --> leakix searched leakix API for ""digitalocean.com"" and found DNS_NAME: status.digitalocean.com --> speculated OPEN_TCP_PORT: status.digitalocean.com:443 --> httpx visited status.digitalocean.com:443 and got status code 200 at https://status.digitalocean.com/ --> HTTP_RESPONSE was 186.87KB with text/html content type --> wappalyzer analyzed HTTP_RESPONSE and identified TECHNOLOGY: jquery"
OPEN_TCP_PORT,ir.digitalocean.com:443,"2606:4700:7::a29f:810b,2606:4700:7::a29f:820b,162.159.129.11,162.159.130.11",internetdb,0,"cdn-cloudflare,cloud-digitalocean,in-scope","Scan moist_fred seeded with DNS_NAME: digitalocean.com --> certspotter searched certspotter API for ""digitalocean.com"" and found DNS_NAME: ir.digitalocean.com --> internetdb queried Shodan's InternetDB API for ""ir.digitalocean.com (162.159.129.11)"" and found OPEN_TCP_PORT: ir.digitalocean.com:443"
OPEN_TCP_PORT,ui-cdn.digitalocean.com:443,"2606:4700::6813:ae44,104.19.173.68,104.19.174.68,2606:4700::6813:ad44",speculate,0,"cdn-cloudflare,cloud-digitalocean,in-scope","Scan moist_fred seeded with DNS_NAME: digitalocean.com --> dnsdumpster searched dnsdumpster API for ""digitalocean.com"" and found DNS_NAME: ui-cdn.digitalocean.com --> speculated OPEN_TCP_PORT: ui-cdn.digitalocean.com:443"
URL,https://vpn-sfo2-trust.digitalocean.com/,138.68.32.133,httpx,0,"cloud-digitalocean,dir,http-title-document-error-not-found,in-scope,ip-138-68-32-133,status-404","Scan moist_fred seeded with DNS_NAME: digitalocean.com --> columbus searched columbus API for ""digitalocean.com"" and found DNS_NAME: vpn-sfo2-trust.digitalocean.com --> speculated OPEN_TCP_PORT: vpn-sfo2-trust.digitalocean.com:443 --> httpx visited vpn-sfo2-trust.digitalocean.com:443 and got status code 404 at https://vpn-sfo2-trust.digitalocean.com/"
TECHNOLOGY,"{'host': 'url3521.digitalocean.com', 'technology': 'nginx', 'url': 'http://url3521.digitalocean.com/'}","167.89.115.28,167.89.115.56,167.89.118.52,167.89.115.150,167.89.118.109,167.89.115.52,167.89.115.120,167.89.118.83,167.89.118.95,167.89.118.128,167.89.118.120,167.89.115.61",httpx->wappalyzer,0,"cloud-digitalocean,in-scope","Scan moist_fred seeded with DNS_NAME: digitalocean.com --> columbus searched columbus API for ""digitalocean.com"" and found DNS_NAME: url3521.digitalocean.com --> speculated OPEN_TCP_PORT: url3521.digitalocean.com:80 --> httpx visited url3521.digitalocean.com:80 and got status code 404 at http://url3521.digitalocean.com/ --> HTTP_RESPONSE was 564B with text/html content type --> wappalyzer analyzed HTTP_RESPONSE and identified TECHNOLOGY: nginx"
TECHNOLOGY,"{'host': 'redirected.sfo3.sonar.digitalocean.com', 'technology': 'windows server', 'url': 'http://redirected.sfo3.sonar.digitalocean.com/'}",169.254.169.254,httpx->wappalyzer,0,"cloud-digitalocean,in-scope","Scan moist_fred seeded with DNS_NAME: digitalocean.com --> columbus searched columbus API for ""digitalocean.com"" and found DNS_NAME: redirected.sfo3.sonar.digitalocean.com --> speculated OPEN_TCP_PORT: redirected.sfo3.sonar.digitalocean.com:80 --> httpx visited redirected.sfo3.sonar.digitalocean.com:80 and got status code 400 at http://redirected.sfo3.sonar.digitalocean.com/ --> HTTP_RESPONSE was 354B with text/xml content type --> wappalyzer analyzed HTTP_RESPONSE and identified TECHNOLOGY: windows server"
DNS_NAME,digitaloceaninc.lookbookhq.com,"54.224.239.144,44.213.43.55,3.220.8.212,18.233.231.106",httpx->excavate,1,"affiliate,cloud-amazon,distance-1,subdomain","Scan moist_fred seeded with DNS_NAME: digitalocean.com --> speculated OPEN_TCP_PORT: digitalocean.com:443 --> httpx visited digitalocean.com:443 and got status code 301 at https://digitalocean.com/ --> HTTP_RESPONSE was 167B with text/html content type --> excavate looked in ""Location"" header and found URL_UNVERIFIED: https://www.digitalocean.com/ --> httpx visited https://www.digitalocean.com/ and got status code 200 --> HTTP_RESPONSE was 218.05KB with text/html content type --> Excavate's URLExtractor emitted URL_UNVERIFIED https://docs.digitalocean.com/products/images/snapshots, because HTTP response (body) contains full URL --> httpx visited https://docs.digitalocean.com/products/images/snapshots and got status code 301 --> HTTP_RESPONSE was 169B with text/html content type --> Excavate's CSPExtractor emitted DNS_NAME digitaloceaninc.lookbookhq.com, because HTTP response (headers) contains CSP Header"
OPEN_TCP_PORT,lon1.sonar.digitalocean.com:443,"2606:4700::6813:ae44,104.19.174.68,104.19.173.68,2606:4700::6813:ad44",speculate,0,"cdn-cloudflare,cloud-digitalocean,in-scope","Scan moist_fred seeded with DNS_NAME: digitalocean.com --> anubisdb searched anubisdb API for ""digitalocean.com"" and found DNS_NAME: lon1.sonar.digitalocean.com --> speculated OPEN_TCP_PORT: lon1.sonar.digitalocean.com:443"
OPEN_TCP_PORT,ns1.digitalocean.com:443,"2400:cb00:2049:1::adf5:3a33,173.245.58.51",internetdb,0,"cdn-cloudflare,cloud-digitalocean,in-scope","Scan moist_fred seeded with DNS_NAME: digitalocean.com --> hackertarget searched hackertarget API for ""digitalocean.com"" and found DNS_NAME: ns1.digitalocean.com --> internetdb queried Shodan's InternetDB API for ""ns1.digitalocean.com (173.245.58.51)"" and found OPEN_TCP_PORT: ns1.digitalocean.com:443"
